"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
populationconsent8,consent_form,"<h1>Consent Form 8</h1>",notes,"Description of Subject Population",,"refer to consent form",,,,,"[totalconsentformversions] > 7",,,,,,
typeconsent8,consent_form,,dropdown,"Form Type","1, Adult Consent Form | 2, Child Assent Form (ages 7-13) | 3, Parent Consent Form | 4, Translated Consent Form",,,,,,"[totalconsentformversions] > 7",,,,,,
validdateconsent8,consent_form,,text,"Valid date",,,date_mdy,,,,"[totalconsentformversions] > 7",,,,,,
expiredateconsent8,consent_form,,text,"Expiration date",,"As soon as the IRB approves a new version of the consent form, the previous version expires",date_mdy,,,,"[totalconsentformversions] > 7",,,,,,
queconsentchange8,consent_form,,yesno,"Was the consent form amended?",,,,,,,"[totalconsentformversions] > 7 and ([doctype] = 'CR' or [doctype] = 'Ame')",,RH,,,,
changeconsent8,consent_form,,notes,"Description of Consent Form Change(s)",,,,,,,"[totalconsentformversions] > 7 and [queconsentchange8] = 1",,,,,,
optionconsent8,consent_form,,yesno,"Option Sections",,,,,,,"[totalconsentformversions] > 7",,RH,,,,
copyconsent8,consent_form,,file,"Copy of Approved Consent Form ",,,,,,,"[totalconsentformversions] > 7",,,,,,
populationconsent9,consent_form,"<h1>Consent Form 9</h1>",notes,"Description of Subject Population",,"refer to consent form",,,,,"[totalconsentformversions] > 8",,,,,,
typeconsent9,consent_form,,dropdown,"Form Type","1, Adult Consent Form | 2, Child Assent Form (ages 7-13) | 3, Parent Consent Form | 4, Translated Consent Form",,,,,,"[totalconsentformversions] > 8",,,,,,
validdateconsent9,consent_form,,text,"Valid date",,,date_mdy,,,,"[totalconsentformversions] > 8",,,,,,
expiredateconsent9,consent_form,,text,"Expiration date",,"As soon as the IRB approves a new version of the consent form, the previous version expires",date_mdy,,,,"[totalconsentformversions] > 8",,,,,,
queconsentchange9,consent_form,,yesno,"Was the consent form amended?",,,,,,,"[totalconsentformversions] > 8 and ([doctype] = 'CR' or [doctype] = 'Ame')",,RH,,,,
changeconsent9,consent_form,,notes,"Description of Consent Form Change(s)",,,,,,,"[totalconsentformversions] > 8 and [queconsentchange9] = 1",,,,,,
optionconsent9,consent_form,,yesno,"Option Sections",,,,,,,"[totalconsentformversions] > 8",,RH,,,,
copyconsent9,consent_form,,file,"Copy of Approved Consent Form",,,,,,,"[totalconsentformversions] > 8",,,,,,
populationconsent10,consent_form,"<h1>Consent Form 10</h1>",notes,"Description of Subject Population",,"refer to consent form",,,,,"[totalconsentformversions] > 9",,,,,,
typeconsent10,consent_form,,dropdown,"Form Type","1, Adult Consent Form | 2, Child Assent Form (ages 7-13) | 3, Parent Consent Form | 4, Translated Consent Form",,,,,,"[totalconsentformversions] > 9",,,,,,
validdateconsent10,consent_form,,text,"Valid date",,,date_mdy,,,,"[totalconsentformversions] > 9",,,,,,
expiredateconsent10,consent_form,,text,"Expiration date",,"As soon as the IRB approves a new version of the consent form, the previous version expires",date_mdy,,,,"[totalconsentformversions] > 9",,,,,,
queconsentchange10,consent_form,,yesno,"Was the consent form amended?",,,,,,,"[totalconsentformversions] > 9 and ([doctype] = 'CR' or [doctype] = 'Ame')",,RH,,,,
changeconsent10,consent_form,,notes,"Description of Consent Form Change(s)",,,,,,,"[totalconsentformversions] > 9 and ([doctype] = 'CR' or [doctype] = 'Ame')",,,,,,
optionconsent10,consent_form,,yesno,"Option Sections",,,,,,,"[totalconsentformversions] > 9",,RH,,,,
copyconsent10,consent_form,,file,"Copy of Approved Consent Form ",,,,,,,"[totalconsentformversions] > 9",,,,,,
review_description_dc,data_collection,,descriptive,"<div class=""blue""> <h1>HRC Review: [doctype] [docnumber] </div></h1>",,,,,,,"[doctype] = 'CR' or [doctype] = 'Ame' or [doctype] = 'OE'",,,,,,
initialreview_description_dc,data_collection,,descriptive,"<div class=""blue""> <h1>HRC Review: [doctype]</h1></div>",,,,,,,"[doctype] = 'IR'",,,,,,
requirementsdatacollection,data_collection,,descriptive,,,,,,,,"[approveddocs(4)] = '1'",,,,,,
quedatacollection,data_collection,"<div class=""red""> <h1>IRB Approved Data Collection Sheets</div></h1>",checkbox,"How is data captured?","1, Electronic | 2, Print","check all that apply",,,,,"[approveddocs(4)] = '1'",,RH,,,,
eapplication,data_collection,,text,"Name of electronic application used to capture study data",,,,,,,"[quedatacollection(1)] = '1'",,,,,,
quenumdc,data_collection,,dropdown,"Number of IRB approved data collection sheets","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","Stores up to 10 data collection sheets per review.  If there are several data collection sheets, consider grouping sheets by type then merging them into a single pdf before uploading",,,,,"[quedatacollection(2)] = '1'",,,,,,
typedcs1,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 0",,,,,,
uploaddcs1,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 0",,,,,,
typedcs2,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 1",,,,,,
uploaddcs2,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 1",,,,,,
typedcs3,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 2",,,,,,
uploaddcs3,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 2",,,,,,
typedcs4,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 3",,,,,,
uploaddcs4,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 3",,,,,,
typedcs5,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 4",,,,,,
uploaddcs5,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 4",,,,,,
typedcs6,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 5",,,,,,
uploaddcs6,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 5",,,,,,
typedcs7,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 6",,,,,,
uploaddcs7,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 6",,,,,,
typedcs8,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 7",,,,,,
uploaddcs8,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 7",,,,,,
typedcs9,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 8",,,,,,
uploaddcs9,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 8",,,,,,
typedcs10,data_collection,,dropdown,"Type of Data Collection Sheet","1, CRF | 2, Instrument/Questionnaire | 3, Phone screen/script | 4, Subject Diary | 5, Other",,,,,,"[quenumdc] > 9",,,,,,
uploaddcs10,data_collection,,file,"IRB Approved Data Collection Sheet",,"upload template",,,,,"[quenumdc] > 9",,,,,,
review_description_ss,study_specific_documents,,descriptive,"<div class=""blue""> <h1>HRC Review: [doctype] [docnumber] </div></h1>",,,,,,,"[doctype] = 'CR' or [doctype] = 'Ame' or [doctype] = 'OE'",,,,,,
initialreview_description_ss,study_specific_documents,,descriptive,"<div class=""blue""> <h1>HRC Review: [doctype]</h1></div>",,,,,,,"[doctype] = 'IR'",,,,,,
requirementslabdocs,study_specific_documents,,descriptive,,,,,,,,"[queslabproc] = '1' or [quesamecrchanges(1)] = '1'",,,,,,
numlabs,study_specific_documents,"<div class=""red""> <h1>Lab Documents</div></h1>",dropdown,"Number of labs assisting with the collection, processing and/or analysis of specimens","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5","captures information for up to 5 laboratories per review",,,,,"[queslabproc] = '1' or [quesamecrchanges(1)] = '1'",,,,,,
lab1,study_specific_documents,"<h1>Lab 1</h1>",text,Name,,,,,,,"[numlabs] > '0'",,,,,,
typelab1,study_specific_documents,,radio,Type,"1, Clinical | 2, Research",,,,,,"[numlabs] > '0'",,RH,,,,
cliacaplab1,study_specific_documents,,file,"CLIA/CAP Certificate",,,,,,,"[typelab1] = '1'",,,,,,
cliacapexpirelab1,study_specific_documents,,text,"Date CLIA/CAP Expires",,,date_mdy,,,,"[typelab1] = '1'",,,,,,
directorcvlab1,study_specific_documents,,file,"Lab Director's CV",,,,,,,"[typelab1] = '2'",,,,,,
lab2,study_specific_documents,"<h1>Lab 2</h1>",text,Name,,,,,,,"[numlabs] > '1'",,,,,,
typelab2,study_specific_documents,,radio,Type,"1, Clinical | 2, Research",,,,,,"[numlabs] > '1'",,RH,,,,
cliacaplab2,study_specific_documents,,file,"CLIA/CAP Certificate",,,,,,,"[typelab2] = '1'",,,,,,
cliacapexpirelab2,study_specific_documents,,text,"Date CLIA/CAP Expires ",,,date_mdy,,,,"[typelab2] = '1'",,,,,,
directorcvlab2,study_specific_documents,,file,"Lab Director's CV",,,,,,,"[typelab2] = '2'",,,,,,
lab3,study_specific_documents,"<h1>Lab 3</h1>",text,Name,,,,,,,"[numlabs] > '2'",,,,,,
typelab3,study_specific_documents,,radio,Type,"1, Clinical | 2, Research",,,,,,"[numlabs] > '2'",,RH,,,,
cliacaplab3,study_specific_documents,,file,"CLIA/CAP Certificate",,,,,,,"[typelab3] = '1'",,,,,,
cliacapexpirelab3,study_specific_documents,,text,"Date CLIA/CAP Expires",,,date_mdy,,,,"[typelab3] = '1'",,,,,,
directorcvlab3,study_specific_documents,,file,"Lab Director's CV",,,,,,,"[typelab3] = '2'",,,,,,
lab4,study_specific_documents,"<h1>Lab 4</h1>",text,Name,,,,,,,"[numlabs] > '3'",,,,,,
typelab4,study_specific_documents,,radio,Type,"1, Clinical | 2, Research",,,,,,"[numlabs] > '3'",,RH,,,,
cliacaplab4,study_specific_documents,,file,"CLIA/CAP Certificate",,,,,,,"[typelab4] = '1'",,,,,,
cliacapexpirelab4,study_specific_documents,,text,"Date CLIA/CAP Expires",,,date_mdy,,,,"[typelab4] = '1'",,,,,,
directorcvlab4,study_specific_documents,,file,"Lab Director's CV",,,,,,,"[typelab4] = '2'",,,,,,
lab5,study_specific_documents,"<h1>Lab 5</h1>",text,Name,,,,,,,"[numlabs] > '4'",,,,,,
typelab5,study_specific_documents,,radio,Type,"1, Clinical | 2, Research",,,,,,"[numlabs] > '4'",,RH,,,,
cliacaplab5,study_specific_documents,,file,"CLIA/CAP Certificate",,,,,,,"[typelab5] = '1'",,,,,,
cliacapexpirelab5,study_specific_documents,,text,"Date CLIA/CAP Expires",,,date_mdy,,,,"[typelab5] = '1'",,,,,,
directorcvlab5,study_specific_documents,,file,"Lab Director's CV",,,,,,,"[typelab5] = '2'",,,,,,
requirementsponsor,study_specific_documents,"<div class=""red""> <h1>Sponsor Correspondence </div></h1>",descriptive,,,,,,,,"[quessponsor] = '1' or [questionsponsoramecr] = '1'",,,,,,
quesigcorr2,study_specific_documents,,yesno,"Has there been significant correspondence with [namesponsor] about the administration/conduct of the study?",,,,,,,"[quessponsor] = '1' or [questionsponsoramecr] = '1'",,RH,,,,
uploadcorr2,study_specific_documents,,file,"Upload correspondence",,,,,,,"[quesigcorr2] = '1'",,,,,,
requirementsdrugdevice,study_specific_documents,"<div class=""red""> <h1>Drug/Device/Biologic</div></h1>",descriptive,,,,,,,,"[quesfdaproduct(1)] = '1' or [quesfdaproduct(2)] = '1' or [quesfdaproduct(3)] = '1' or [quefdaproductamecr(1)] = '1' or [quefdaproductamecr(2)] = '1' or [quefdaproductamecr(3)] = '1'",,,,,,
numdrugs,study_specific_documents,"<div class=""brown""> <h1>Drugs</div></h1>",dropdown,"Number of drugs","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5","captures information for up to 5 drugs per review",,,,,"[quesfdaproduct(1)] = '1' or [quefdaproductamecr(1)] = '1'",,,,,,
quedrugmgmt,study_specific_documents,,checkbox,"Who is managing shipment, receipt, accountability and storage? ","1, Site | 2, Research Pharmacy | 3, Other","check all that apply",,,,,"[numdrugs] > '0'",,RH,,,,
addcommentsdrugmgmt,study_specific_documents,,text,"Additional Comments",,,,,,,"[quedrugmgmt(1)] = '1' or [quedrugmgmt(2)] = '1' or [quedrugmgmt(3)] = '1'",,,,,,
namedrug1,study_specific_documents,"<h1>Drug 1</h1>",text,Name,,,,,,,"[numdrugs] > '0'",,,,,,
druginfo1,study_specific_documents,,file,"Package Insert/Investigator Brochure",,,,,,,"[numdrugs] > '0'",,,,,,
namedrug2,study_specific_documents,"<h1>Drug 2</h1>",text,Name,,,,,,,"[numdrugs] > '1'",,,,,,
druginfo2,study_specific_documents,,file,"Package Insert/Investigator Brochure",,,,,,,"[numdrugs] > '1'",,,,,,
namedrug3,study_specific_documents,"<h1>Drug 3</h1>",text,Name,,,,,,,"[numdrugs] > '2'",,,,,,
druginfo3,study_specific_documents,,file,"Package Insert/Investigator Brochure",,,,,,,"[numdrugs] > '2'",,,,,,
namedrug4,study_specific_documents,"<h1>Drug 4</h1>",text,Name,,,,,,,"[numdrugs] > '3'",,,,,,
druginfo4,study_specific_documents,,file,"Package Insert/Investigator Brochure",,,,,,,"[numdrugs] > '3'",,,,,,
namedrug5,study_specific_documents,"<h1>Drug 5</h1>",text,Name,,,,,,,"[numdrugs] > '4'",,,,,,
druginfo5,study_specific_documents,,file,"Package Insert/Investigator Brochure",,,,,,,"[numdrugs] > '4'",,,,,,
numdevices,study_specific_documents,"<div class=""brown""> <h1>Devices</div></h1>",dropdown,"Number of devices","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5","captures information for up to 5 devices per review",,,,,"[quesfdaproduct(2)] = '1' or [quefdaproductamecr(2)] = '1'",,,,,,
quedevicemgmt,study_specific_documents,,checkbox,"Who is managing shipment, receipt, accountability and storage? ","1, Site | 2, Research Pharmacy | 3, Other","check all that apply",,,,,"[numdevices] > '0'",,,,,,
addcommentsdevicemgmt,study_specific_documents,,text,"Additional Comments",,,,,,,"[quedevicemgmt(1)] = '1' or [quedevicemgmt(2)] = '1' or [quedevicemgmt(3)] = '1'",,,,,,
namedevice1,study_specific_documents,"<h1>Device 1</h1>",text,Name,,,,,,,"[numdevices] > '0'",,,,,,
deviceinfo1,study_specific_documents,,file,"Device Manual/Information for Use",,,,,,,"[numdevices] > '0'",,,,,,
namedevice2,study_specific_documents,"<h1>Device 2</h1>",text,Name,,,,,,,"[numdevices] > '1'",,,,,,
deviceinfo2,study_specific_documents,,file,"Device Manual/Information for Use",,,,,,,"[numdevices] > '1'",,,,,,
namedevice3,study_specific_documents,"<h1>Device 3</h1>",text,Name,,,,,,,"[numdevices] > '2'",,,,,,
deviceinfo3,study_specific_documents,,file,"Device Manual/Information for Use",,,,,,,"[numdevices] > '2'",,,,,,
namedevice4,study_specific_documents,"<h1>Device 4</h1>",text,Name,,,,,,,"[numdevices] > '3'",,,,,,
deviceinfo4,study_specific_documents,,file,"Device Manual/Information for Use",,,,,,,"[numdevices] > '3'",,,,,,
namedevice5,study_specific_documents,"<h1>Device 5</h1>",text,Name,,,,,,,"[numdevices] > '4'",,,,,,
deviceinfo5,study_specific_documents,,file,"Device Manual/Information for Use",,,,,,,"[numdevices] > '4'",,,,,,
numbiologics,study_specific_documents,"<div class=""brown""> <h1>Biologics</div></h1>",dropdown,"Number of biological products","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5","captures information for up to 5 biological products per review",,,,,"[quesfdaproduct(3)] = '1' or [quefdaproductamecr(3)] = '1'",,,,,,
quebiologic1,study_specific_documents,,checkbox,"Who is managing shipment, receipt, accountability and storage?","1, Site | 2, Research Pharmacy | 3, Other","check all that apply",,,,,"[numbiologics] > '0'",,,,,,
addcommentsbiologicmgmt,study_specific_documents,,text,"Additional Comments",,,,,,,"[quebiologic1(1)] = '1' or [quebiologic1(2)] = '1' or [quebiologic1(3)] = '1'",,,,,,
namebiologic1,study_specific_documents,"<h1>Biological Product 1</h1>",text,Name,,,,,,,"[numbiologics] > '0'",,,,,,
biologicinfo1,study_specific_documents,,file,"Prooduct Information",,,,,,,"[numbiologics] > '0'",,,,,,
namebiologic2,study_specific_documents,"<h1>Biological Product 2</h1>",text,Name,,,,,,,"[numbiologics] > '1'",,,,,,
biologicinfo2,study_specific_documents,,file,"Prooduct Information",,,,,,,"[numbiologics] > '1'",,,,,,
namebiologic3,study_specific_documents,"<h1>Biological Product 3</h1>",text,Name,,,,,,,"[numbiologics] > '2'",,,,,,
biologicinfo3,study_specific_documents,,file,"Prooduct Information",,,,,,,"[numbiologics] > '2'",,,,,,
namebiologic4,study_specific_documents,"<h1>Biological Product 4</h1>",text,Name,,,,,,,"[numbiologics] > '3'",,,,,,
biologicinfo4,study_specific_documents,,file,"Prooduct Information",,,,,,,"[numbiologics] > '3'",,,,,,
namebiologic5,study_specific_documents,"<h1>Biological Product 5</h1>",text,Name,,,,,,,"[numbiologics] > '4'",,,,,,
biologicinfo5,study_specific_documents,,file,"Prooduct Information",,,,,,,"[numbiologics] > '4'",,,,,,
fda1572,study_specific_documents,"<div class=""red""> <h1>FDA (IND/IDE) Documents  </div></h1>",file,"FDA Form 1572",,,,,,,"([investrole] = '1' or [quesfdaproduct(1)] = '1' and [quesfdaproduct(3)] = '1') or ([investrole] = '1' and [quefdaproductamecr(1)] = '1' or [quefdaproductamecr(3)] = '1')",,,,,,
investagreement,study_specific_documents,,file,"Investigator Agreement",,,,,,,"([investrole] = '1' and [quesfdaproduct(2)] = '1') or ([investrole] = '1' and [quefdaproductamecr(2)] = '1')",,,,,,
requirementsdsmb,study_specific_documents,"<div class=""red""> <h1>DSMB </div></h1>",descriptive,,,,,,,,"[quesdsmb] = '1'",,,,,,
copydsmbcharter,study_specific_documents,,file,"Upload DSMB Charter",,,,,,,"[quesdsmb] = '1' or [quesamecrchanges(3)] = '1'",,,,,,
copydsmbrpt,study_specific_documents,,file,"Upload DSMB Report",,,,,,,"([doctype] = 'CR' or [doctype] = 'OE' ) and [quesdsmb] = '1'",,,,,,
copydsmbcorr,study_specific_documents,,file,"Other DSMB correspondence",,,,,,,"[quesdsmb] = '1'",,,,,,
